InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,PrimaryPositionPlayer,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Joe Vance,0,3,20,3,5,2,0,0,2,0,0.250,0.350,0,7,0,1938,vancejo01
FALSE,FALSE,Jose Altuve,1,14,7293,1156,2232,431,31,229,812,315,0.306,0.468,9,3412,42,2024,altuvjo01
FALSE,FALSE,Charlie Kavanagh,1,1,5,0,1,0,0,0,0,0,0.200,0.200,0,1,0,1914,kavanch01
FALSE,FALSE,John Shelby,1,11,3090,389,739,128,24,70,313,98,0.239,0.364,0,1125,0,1991,shelbjo01
FALSE,TRUE,Curtis Granderson,1,16,7236,1217,1800,346,95,344,937,153,0.249,0.465,3,3368,12,2019,grandcu01
FALSE,FALSE,Pete Noonan,1,3,479,40,98,11,7,4,38,5,0.205,0.282,0,135,0,1907,noonape01
FALSE,FALSE,Adam Ottavino,0,14,24,1,2,0,0,0,0,0,0.083,0.083,0,2,0,2024,ottavad01
FALSE,FALSE,Eduardo Perez,1,13,1800,238,445,88,3,79,294,19,0.247,0.431,0,776,0,2006,perezed01
FALSE,FALSE,Joe Saunders,0,10,128,3,17,1,0,0,6,1,0.133,0.141,1,18,0,2014,saundjo01
FALSE,FALSE,Craig Stimac,1,2,59,5,12,2,0,0,7,0,0.203,0.237,0,14,0,1981,stimacr01
FALSE,FALSE,Walt Tragesser,1,7,689,54,148,31,3,6,66,14,0.215,0.295,0,203,0,1920,tragewa01
FALSE,FALSE,George Vukovich,1,6,1602,164,430,76,10,27,203,9,0.268,0.379,0,607,0,1985,vukovge01
FALSE,FALSE,Skeeter Webb,1,12,2274,216,498,73,15,3,166,33,0.219,0.268,0,610,0,1948,webbsk01
FALSE,FALSE,Luke Bard,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2022,bardlu01
FALSE,FALSE,Mark Clear,0,11,0,0,0,0,0,0,0,0,0.000,0.000,2,0,4,1990,clearma01
FALSE,FALSE,Jake Daniel,1,1,27,3,5,1,0,0,3,0,0.185,0.222,0,6,0,1937,danieja01
FALSE,FALSE,John Dolan,0,5,109,8,12,3,0,2,13,1,0.110,0.193,0,21,0,1895,dolanjo01
FALSE,FALSE,Bob Zick,0,1,4,2,1,0,0,0,0,0,0.250,0.250,0,1,0,1954,zickbo01
FALSE,FALSE,Tommy McCraw,1,13,3956,484,972,149,42,75,404,143,0.246,0.361,0,1430,0,1975,mccrato01
FALSE,FALSE,Jake Odorizzi,0,11,24,0,2,0,0,0,3,0,0.083,0.083,1,2,1,2022,odorija01
FALSE,FALSE,Hank Olmsted,0,1,8,0,1,0,0,0,0,0,0.125,0.125,0,1,0,1905,olmstha01
FALSE,TRUE,Jesse Orosco,0,24,59,3,10,0,0,0,4,0,0.169,0.169,2,10,4,2003,oroscje01
FALSE,FALSE,Harry Pyle,0,2,20,1,3,1,0,1,4,1,0.150,0.350,0,7,0,1887,pylesh01
FALSE,FALSE,Ken Ramos,1,1,12,0,0,0,0,0,1,0,0.000,0.000,0,0,0,1997,ramoske01
FALSE,FALSE,Bill Tozer,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1908,tozerbi01
FALSE,FALSE,Engelb Vielma,1,1,7,1,1,0,0,0,0,0,0.143,0.143,0,1,0,2018,vielmen01
FALSE,FALSE,Dean Anna,1,2,23,3,3,1,0,1,3,0,0.130,0.304,0,7,0,2015,annade01
FALSE,FALSE,Eric Hanhold,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,hanhoer01
FALSE,FALSE,Jackie Hernandez,1,9,1480,153,308,37,9,12,121,25,0.208,0.270,0,399,0,1973,hernaja01
FALSE,FALSE,Earl Huckleberry,0,1,3,1,0,0,0,0,0,0,0.000,0.000,0,0,0,1935,hucklea01
FALSE,FALSE,Willis Hudlin,0,16,894,76,180,39,3,5,69,2,0.201,0.268,0,240,0,1944,hudliwi01
FALSE,FALSE,Sam Demel,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2012,demelsa01
FALSE,FALSE,Bob Gillespie,0,4,51,2,2,0,0,0,1,0,0.039,0.039,0,2,0,1950,gillebo01
FALSE,FALSE,B. J. Waszgis,1,1,45,6,10,1,0,0,4,0,0.222,0.244,0,11,0,2000,waszgbj01
FALSE,FALSE,Carl Boles,1,1,24,4,9,0,0,0,1,0,0.375,0.375,0,9,0,1962,bolesca01
FALSE,TRUE,Jack Coombs,0,14,1110,123,261,34,10,4,100,21,0.235,0.295,0,327,3,1920,coombja01
FALSE,FALSE,Brian Drahman,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1994,drahmbr01
FALSE,FALSE,Virgil Jester,0,2,19,3,4,0,1,0,2,0,0.211,0.316,0,6,0,1953,jestevi01
FALSE,FALSE,Kevin McGehee,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1993,mcgehke01
FALSE,FALSE,Jack Powell,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1913,powelja02
FALSE,FALSE,Bert Whaling,1,3,573,50,129,21,4,0,50,5,0.225,0.276,0,158,0,1915,whalibe01
FALSE,FALSE,Rich Amaral,1,10,1788,305,493,82,10,11,159,112,0.276,0.351,0,628,0,2000,amarari01
TRUE,TRUE,Roy Campanella,1,10,4205,627,1161,178,18,242,856,25,0.276,0.500,8,2101,10,1957,camparo01
FALSE,FALSE,Keith Miller,1,2,58,4,11,4,0,0,6,0,0.190,0.259,0,15,0,1989,milleke02
FALSE,FALSE,Luis Pujols,1,9,850,50,164,27,6,6,81,1,0.193,0.260,0,221,0,1985,pujollu01
FALSE,FALSE,Ceddanne Rafaela,1,2,627,81,154,29,5,17,80,22,0.246,0.389,0,244,0,2024,rafaece01
FALSE,FALSE,Roberto Kelly,1,14,4797,687,1390,241,30,124,585,235,0.290,0.430,2,2063,1,2000,kellyro01
FALSE,FALSE,Lep Long,0,1,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1911,longle01
FALSE,FALSE,Danny Morejon,1,1,26,4,5,0,0,0,1,1,0.192,0.192,0,5,0,1958,morejda01
FALSE,TRUE,Al Schacht,0,3,51,9,10,2,0,0,4,0,0.196,0.235,0,12,0,1921,schacal01
FALSE,FALSE,Don Williams,0,3,4,0,1,0,1,0,0,0,0.250,0.750,0,3,0,1962,willido01
FALSE,FALSE,Tom Cotter,1,1,12,1,3,0,0,0,4,0,0.250,0.250,0,3,0,1891,cotteto01
FALSE,FALSE,Terry Enyart,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1974,enyarte01
FALSE,FALSE,George LaChance,1,12,4928,681,1380,198,87,39,693,192,0.280,0.379,0,1869,0,1905,lachaca01
FALSE,FALSE,Adonis Terry,1,14,2389,314,594,76,54,15,287,106,0.249,0.344,0,823,0,1897,terryad01
FALSE,TRUE,Frank White,1,18,7859,912,2006,407,58,160,886,178,0.255,0.383,5,3009,12,1990,whitefr01
FALSE,FALSE,Wayne Edwards,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1991,edwarwa01
FALSE,FALSE,Spencer Strider,0,4,1,0,0,0,0,0,0,0,0.000,0.000,1,0,5,2024,stridsp01
FALSE,FALSE,Yamil Benitez,1,4,448,47,109,16,3,19,60,4,0.243,0.420,0,188,0,1998,benitya01
FALSE,FALSE,Ken Ash,0,4,46,3,6,1,0,0,1,0,0.130,0.152,0,7,0,1930,ashke01
FALSE,FALSE,Bob Adams,0,2,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1932,adamsbo02
FALSE,FALSE,Bill Akers,1,4,475,64,124,17,9,11,69,7,0.261,0.404,0,192,0,1932,akersbi01
FALSE,FALSE,Dennis Cook,0,15,110,15,29,2,1,2,9,0,0.264,0.355,0,39,0,2002,cookde01
FALSE,FALSE,Bill Chappelle,0,3,56,2,5,1,0,1,3,0,0.089,0.161,0,9,0,1914,chappbi01
FALSE,FALSE,Chris Iannetta,1,14,3563,449,820,181,11,141,502,11,0.230,0.406,0,1446,1,2019,iannech01
FALSE,TRUE,Pepper Martin,1,13,4117,754,1227,270,75,59,501,146,0.298,0.443,4,1824,3,1944,martipe01
FALSE,FALSE,John Matias,1,1,117,7,22,2,0,2,6,1,0.188,0.256,0,30,0,1970,matiajo01
FALSE,FALSE,Andy Merchant,1,2,6,1,2,0,0,0,0,0,0.333,0.333,0,2,0,1976,merchan01
FALSE,FALSE,Joe Palumbo,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2020,palumjo01
FALSE,FALSE,Roger Hambright,0,1,2,0,1,0,0,0,1,0,0.500,0.500,0,1,0,1971,hambrro01
FALSE,FALSE,Joey Hamilton,0,10,339,19,43,8,1,4,22,0,0.127,0.192,0,65,0,2003,hamiljo02
FALSE,FALSE,Nick Loftin,1,2,210,25,48,9,1,1,24,3,0.229,0.295,0,62,0,2024,loftini01
FALSE,FALSE,Tom Murray,1,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1894,murrato01
FALSE,FALSE,Frosty Thomas,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1905,thomafr01
FALSE,FALSE,Ricky Wright,0,5,8,1,1,1,0,0,1,0,0.125,0.250,0,2,0,1986,wrighri01
FALSE,FALSE,Melvin Bunch,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1999,bunchme01
FALSE,FALSE,Chick Fullis,1,8,1855,305,548,92,14,12,167,46,0.295,0.380,0,704,0,1936,fullich01
FALSE,FALSE,Domingo German,0,7,11,0,0,0,0,0,0,0,0.000,0.000,0,0,1,2024,germado01
FALSE,FALSE,Oswaldo Mairena,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2002,maireos01
FALSE,FALSE,John Morrill,1,15,4912,821,1275,239,80,43,643,61,0.260,0.367,0,1803,0,1890,morrijo01
FALSE,FALSE,Marv Staehle,1,7,455,53,94,12,1,1,33,4,0.207,0.244,0,111,0,1971,staehma01
FALSE,FALSE,Thad Weber,0,2,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2013,weberth01
FALSE,TRUE,Tim Jordan,1,7,1813,220,474,74,24,32,232,48,0.261,0.382,0,692,0,1910,jordati01
FALSE,FALSE,Rick Lancellotti,1,3,65,4,11,2,0,2,11,0,0.169,0.292,0,19,0,1990,lanceri01
FALSE,FALSE,Tom Phoebus,0,7,335,22,57,8,0,2,21,0,0.170,0.212,0,71,1,1972,phoebto01
FALSE,FALSE,Bob Rice,1,1,54,3,8,0,1,0,10,0,0.148,0.185,0,10,0,1926,ricebo01
FALSE,FALSE,Mike Strahler,0,4,20,3,4,0,0,0,2,0,0.200,0.200,0,4,0,1973,strahmi01
FALSE,FALSE,Noah Davis,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,davisno01
FALSE,FALSE,Mario Diaz,1,9,773,84,198,31,4,5,84,1,0.256,0.326,0,252,0,1995,diazma01
FALSE,FALSE,Bob Edmondson,1,2,83,6,16,4,1,0,2,0,0.193,0.265,0,22,0,1908,edmonbo01
FALSE,FALSE,Dirk Hayhurst,0,2,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2009,hayhudi01
FALSE,FALSE,George Woodend,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1944,woodege01
FALSE,FALSE,Tiny Bonham,0,10,522,34,84,9,0,0,26,1,0.161,0.178,2,93,3,1949,bonhati01
FALSE,FALSE,Ensign Cottrell,0,5,12,0,1,1,0,0,3,0,0.083,0.167,0,2,0,1915,cottren01
FALSE,FALSE,Joe Ginsberg,1,13,1716,168,414,59,8,20,182,7,0.241,0.320,0,549,0,1962,ginsbjo01
FALSE,FALSE,Geoff Jenkins,1,11,4700,688,1293,303,22,221,733,32,0.275,0.490,1,2303,1,2008,jenkige01
FALSE,FALSE,Mike Magnante,0,12,6,0,2,0,0,0,1,0,0.333,0.333,0,2,0,2002,magnami01
FALSE,FALSE,Don Minnick,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1957,minnido01
FALSE,FALSE,Al Brancato,1,4,930,117,199,37,11,4,80,5,0.214,0.290,0,270,0,1945,brancal01
FALSE,FALSE,Bill Clancy,1,1,227,23,52,11,3,2,34,3,0.229,0.330,0,75,0,1905,clancbi01
FALSE,FALSE,Stan Cliburn,1,1,56,7,10,2,0,2,6,0,0.179,0.321,0,18,0,1980,clibust01
FALSE,FALSE,Arch McCarthy,0,1,28,2,2,0,0,0,1,0,0.071,0.071,0,2,0,1902,mccarar01
FALSE,FALSE,Cody McKay,1,2,77,7,19,2,0,0,8,0,0.247,0.273,0,21,0,2004,mckayco01
FALSE,FALSE,Mike Minor,0,11,217,13,25,6,0,2,10,0,0.115,0.171,0,37,0,2022,minormi01
FALSE,FALSE,Edwin Rodriguez,1,3,22,3,5,1,0,0,1,0,0.227,0.273,0,6,0,1985,rodried02
FALSE,FALSE,Todd Fischer,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1986,fischto01
FALSE,FALSE,Jim Hibbs,1,1,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1967,hibbsji01
FALSE,FALSE,Jesse Hoffmeister,1,1,188,33,58,6,9,3,36,6,0.309,0.484,0,91,0,1897,hoffmje01
FALSE,FALSE,Dusty Hughes,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2011,hughedu01
FALSE,FALSE,Walter Keating,1,4,45,4,4,1,1,0,0,1,0.089,0.156,0,7,0,1926,keatich01
FALSE,FALSE,Georges Maranda,0,2,28,0,6,2,0,0,1,0,0.214,0.286,0,8,0,1962,marange01
FALSE,FALSE,John Hicks,1,6,845,97,199,42,1,32,97,4,0.236,0.401,0,339,0,2021,hicksjo02
FALSE,FALSE,Samad Taylor,1,2,65,13,14,2,1,0,4,8,0.215,0.277,0,18,0,2024,taylosa03
FALSE,FALSE,Brad Wieck,0,4,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,wieckbr01
FALSE,FALSE,Josh Clarke,1,5,809,118,193,18,9,5,43,51,0.239,0.302,0,244,0,1911,clarkjo02
FALSE,FALSE,Dave Eiland,0,10,22,2,2,0,0,1,2,0,0.091,0.227,0,5,0,2000,eilanda01
FALSE,FALSE,Marcelino Lopez,0,8,181,26,31,4,0,1,6,1,0.171,0.210,0,38,1,1972,lopezma01
FALSE,FALSE,Todd Pratt,1,14,1612,194,404,84,3,49,224,6,0.251,0.398,0,641,0,2006,prattto02
FALSE,FALSE,Joe Redfield,1,2,20,1,2,0,0,0,0,0,0.100,0.100,0,2,0,1991,redfijo01
FALSE,FALSE,Tom Sexton,1,1,47,9,11,2,0,0,0,0,0.234,0.277,0,13,0,1884,sextoto01
FALSE,FALSE,Fred Corey,1,7,1738,239,427,70,43,7,124,0,0.246,0.348,0,604,0,1885,coreyfr01
FALSE,FALSE,Rajai Davis,1,14,4244,637,1111,226,43,62,387,415,0.262,0.379,0,1609,0,2019,davisra01
FALSE,FALSE,Dan Gladden,1,11,4501,663,1215,203,40,74,446,222,0.270,0.382,0,1720,3,1993,gladdda01
FALSE,FALSE,Ryan Langerhans,1,11,1250,177,283,58,12,33,125,11,0.226,0.371,0,464,0,2013,langery01
FALSE,FALSE,Luis Ortiz,0,5,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,ortizlu02
FALSE,FALSE,Drew VerHagen,0,8,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2023,verhadr01
FALSE,FALSE,Merito Acosta,1,5,436,56,111,9,7,0,37,17,0.255,0.307,0,134,0,1918,acostme01
FALSE,FALSE,Don Bollweg,1,5,452,62,110,22,7,11,53,2,0.243,0.396,0,179,0,1955,bollwdo01
FALSE,FALSE,Ken Boswell,1,11,2517,266,625,91,19,31,244,27,0.248,0.337,0,847,0,1977,bosweke01
FALSE,FALSE,Roy Ellam,1,2,98,13,14,1,2,1,6,3,0.143,0.224,0,22,0,1918,ellamro01
FALSE,TRUE,Prince Fielder,1,12,5821,862,1645,321,10,319,1028,18,0.283,0.506,6,2943,20,2016,fieldpr01
FALSE,FALSE,Rick Grapenthin,0,3,7,1,2,0,0,0,0,0,0.286,0.286,0,2,0,1985,graperi01
FALSE,FALSE,Jim Hannan,0,10,209,10,19,0,0,0,4,0,0.091,0.091,0,19,0,1971,hannaji01
FALSE,FALSE,Daniel Lynch,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,lynchda02
FALSE,FALSE,Reeve McKay,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1915,mckayre01
FALSE,FALSE,Paul Sentell,1,2,195,19,44,5,1,1,14,15,0.226,0.277,0,54,0,1907,sentepa01
FALSE,FALSE,Paul Boris,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1982,borispa01
FALSE,FALSE,Jack Compton,0,1,6,0,2,0,0,0,0,0,0.333,0.333,0,2,0,1911,comptja01
FALSE,FALSE,Ed Green,1,1,126,15,15,1,1,0,5,7,0.119,0.143,0,18,0,1890,greened01
FALSE,FALSE,Emil Haberer,1,3,47,4,7,1,1,0,3,0,0.149,0.213,0,10,0,1909,haberem01
FALSE,FALSE,Herbert Hill,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1915,hillhe01
FALSE,FALSE,Jim Olander,1,1,9,2,0,0,0,0,0,0,0.000,0.000,0,0,0,1991,olandji01
FALSE,TRUE,Terry Steinbach,1,14,5369,638,1453,273,21,162,745,23,0.271,0.420,3,2254,1,1999,steinte01
FALSE,FALSE,Rollie Zeider,1,9,3210,393,769,89,22,5,253,223,0.240,0.286,0,917,0,1918,zeidero01
FALSE,FALSE,Tom Burgmeier,0,17,66,20,14,2,0,0,0,1,0.212,0.242,1,16,0,1984,burgmto01
FALSE,FALSE,Marty Lang,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1930,langma01
FALSE,FALSE,Jake Rogers,1,4,866,118,175,35,4,41,110,3,0.202,0.394,0,341,0,2024,rogerja03
FALSE,FALSE,Salomon Torres,0,12,103,5,15,1,1,0,1,0,0.146,0.175,0,18,0,2008,torresa01
FALSE,FALSE,Jimmy Whelan,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1913,whelaji01
FALSE,FALSE,Walter Coleman,0,1,5,0,1,0,0,0,0,0,0.200,0.200,0,1,0,1895,colemjo03
FALSE,FALSE,Patrick Corbin,0,12,410,30,62,9,3,0,23,0,0.151,0.188,2,77,2,2024,corbipa01
FALSE,FALSE,Frank DiPino,0,12,72,4,9,2,0,0,2,0,0.125,0.153,0,11,0,1993,dipinfr01
FALSE,FALSE,Mike Ekstrom,0,5,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2012,ekstrmi01
FALSE,TRUE,Bob Horner,1,10,3777,560,1047,169,8,218,685,14,0.277,0.499,1,1886,7,1988,hornebo01
FALSE,FALSE,Jerry Willard,1,8,783,82,195,29,1,25,114,1,0.249,0.384,0,301,0,1994,willaje01
FALSE,FALSE,Forrest Cady,1,7,901,83,216,47,11,1,74,4,0.240,0.320,0,288,0,1919,cadyhi01
FALSE,FALSE,Jim Davis,0,4,99,7,9,0,0,0,1,0,0.091,0.091,0,9,0,1957,davisji01
FALSE,FALSE,Mel Deutsch,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1946,deutsme01
FALSE,FALSE,Ryan Madson,0,13,49,3,6,1,0,0,2,0,0.122,0.143,0,7,0,2018,madsory01
FALSE,FALSE,Eddie Perez,1,11,1525,137,386,85,2,40,172,1,0.253,0.390,0,595,1,2005,perezed02
FALSE,FALSE,Eddie Priest,0,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1998,priesed01
FALSE,FALSE,Steve Trachsel,0,16,651,49,106,17,1,3,40,1,0.163,0.206,1,134,2,2008,trachst01
FALSE,FALSE,Mickey Harrington,1,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1963,harrimi02
FALSE,FALSE,Solly Hofman,1,14,4072,554,1095,162,60,19,495,208,0.269,0.352,0,1434,1,1916,hofmaso01
FALSE,FALSE,Don Johnson,0,7,155,1,9,1,0,0,7,0,0.058,0.065,0,10,0,1958,johnsdo03
FALSE,FALSE,Bobby Jones,0,10,442,29,59,8,0,1,17,0,0.133,0.158,1,70,0,2002,jonesbo03
FALSE,FALSE,Glenn Liebhardt,0,4,190,13,28,6,2,0,11,0,0.147,0.200,0,38,0,1909,liebhgl01
FALSE,FALSE,Mike McDermott,0,3,143,18,31,5,4,0,10,1,0.217,0.308,0,44,0,1897,mcdermi02
FALSE,FALSE,Brian Snyder,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1989,snydebr01
FALSE,FALSE,Domingo Tapia,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2023,tapiado01
FALSE,TRUE,Pat Burrell,1,12,5503,767,1393,299,16,292,976,7,0.253,0.472,0,2600,2,2011,burrepa01
FALSE,FALSE,Bob Caruthers,1,10,2465,508,695,104,50,29,359,152,0.282,0.400,0,986,0,1893,carutbo01
FALSE,FALSE,Sherman Corbett,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1990,corbesh01
FALSE,FALSE,Jeff McKnight,1,6,404,45,94,10,2,5,34,1,0.233,0.304,0,123,0,1994,mcknije01
FALSE,FALSE,Les Walrond,0,3,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2008,walrole01
FALSE,FALSE,Clay Bellinger,1,4,311,57,60,11,3,12,35,7,0.193,0.363,0,113,0,2002,bellicl01
FALSE,FALSE,Adam Comorosky,1,10,2787,404,795,134,51,28,417,57,0.285,0.400,0,1115,0,1935,comorad01
FALSE,FALSE,Roy Crumpler,0,2,11,1,3,1,1,0,0,0,0.273,0.545,0,6,0,1925,crumpro01
FALSE,FALSE,Bob Farley,1,2,123,19,20,3,1,2,9,0,0.163,0.252,0,31,0,1962,farlebo01
FALSE,FALSE,John Foster,0,3,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2005,fostejo01
FALSE,FALSE,Daniel Garcia,1,2,194,28,44,9,1,5,23,3,0.227,0.361,0,70,0,2004,garcida03
FALSE,FALSE,Tim Keefe,0,14,2083,248,390,60,38,12,134,13,0.187,0.270,0,562,1,1893,keefeti01
FALSE,TRUE,Cesar Cedeno,1,17,7310,1084,2087,436,60,199,976,550,0.285,0.443,4,3240,12,1986,cedence01
FALSE,FALSE,Paul Popovich,1,11,1732,176,403,42,9,14,134,4,0.233,0.292,0,505,0,1975,popovpa01
FALSE,FALSE,Bernie Carbo,1,12,2733,372,722,140,9,96,358,26,0.264,0.427,0,1168,2,1980,carbobe01
FALSE,FALSE,John Schultz,0,1,6,3,1,1,0,0,0,0,0.167,0.333,0,2,0,1891,schuljo01
FALSE,FALSE,Darrin Jackson,1,12,2629,311,676,114,15,80,317,43,0.257,0.403,0,1060,0,1999,jacksda03
FALSE,FALSE,Benny Zientara,1,4,906,106,230,29,5,2,49,5,0.254,0.304,0,275,0,1948,zientbe01
FALSE,FALSE,Jim Lindsey,0,9,97,6,18,1,1,0,6,0,0.186,0.216,0,21,0,1937,lindsji01
FALSE,FALSE,Paulo Orlando,1,4,874,98,230,44,10,14,81,18,0.263,0.384,0,336,0,2018,orlanpa01
FALSE,FALSE,Keith Osik,1,10,1123,96,259,55,4,13,108,6,0.231,0.321,0,361,0,2005,osikke01
FALSE,FALSE,Israel Alcantara,1,3,115,15,31,3,0,6,15,1,0.270,0.452,0,52,0,2002,alcanis01
FALSE,FALSE,John Andre,0,1,9,0,1,0,0,0,0,0,0.111,0.111,0,1,0,1955,andrejo01
FALSE,FALSE,Tony Brizzolara,0,3,42,1,1,0,0,0,1,0,0.024,0.024,0,1,0,1984,brizzto01
FALSE,FALSE,Curly Brown,0,4,49,3,11,1,1,0,2,0,0.224,0.286,0,14,0,1915,browncu01
FALSE,FALSE,Jamie Brown,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2004,brownja04
FALSE,TRUE,Eric Davis,1,17,5321,938,1430,239,26,282,934,349,0.269,0.482,2,2567,22,2001,daviser01
FALSE,FALSE,Mitch Keller,0,6,38,2,3,0,0,0,0,0,0.079,0.079,1,3,1,2024,kellemi03
FALSE,FALSE,Fred Manrique,1,9,1337,151,340,59,11,20,151,18,0.254,0.360,0,481,0,1991,manrifr01
FALSE,FALSE,Jason Maxwell,1,3,182,20,41,10,0,3,23,4,0.225,0.330,0,60,0,2001,maxweja01
FALSE,FALSE,John Morris,1,7,614,60,145,15,8,8,63,15,0.236,0.326,0,200,0,1992,morrijo07
FALSE,FALSE,Harry Niles,1,5,2270,279,561,58,24,12,152,107,0.247,0.310,0,703,0,1910,nilesha01
FALSE,FALSE,Johnnie Seale,0,2,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1965,sealejo01
FALSE,FALSE,Scott Fletcher,1,15,5258,688,1376,243,38,34,510,99,0.262,0.342,0,1797,1,1995,fletcsc01
FALSE,FALSE,Bryan Woo,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,woobr01
FALSE,FALSE,Michael Aubrey,1,2,135,14,35,7,0,6,17,0,0.259,0.444,0,60,0,2009,aubremi01
FALSE,TRUE,Max Carey,1,20,9363,1545,2665,419,159,70,800,738,0.285,0.386,0,3612,5,1929,careyma01
FALSE,FALSE,Jerry Davie,0,1,10,1,4,0,0,0,2,0,0.400,0.400,0,4,0,1959,davieje01
FALSE,FALSE,Ray Gordinier,0,2,6,0,1,0,0,0,0,0,0.167,0.167,0,1,0,1922,gordira01
FALSE,FALSE,Steve Hathaway,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2016,hathast01
FALSE,FALSE,John McCloskey,0,2,19,2,3,1,0,0,1,0,0.158,0.211,0,4,0,1907,mcclojo01
FALSE,FALSE,Mark Strittmatter,1,1,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1998,stritma01
FALSE,FALSE,Joe Visner,1,4,935,187,245,30,36,12,151,33,0.262,0.410,0,383,0,1891,visnejo01
FALSE,FALSE,Bill Holbert,1,12,2335,182,486,41,7,0,144,16,0.208,0.232,0,541,0,1888,holbebi01
FALSE,FALSE,Vernon Wilshere,0,3,50,3,4,0,0,0,1,0,0.080,0.080,0,4,0,1936,wilshwh01
FALSE,FALSE,Fin Wilson,0,2,37,5,12,2,0,0,1,0,0.324,0.378,0,14,0,1915,wilsofi01
FALSE,FALSE,Merrill May,1,5,2215,210,610,102,11,4,215,13,0.275,0.337,1,746,0,1943,maypi01
FALSE,FALSE,Larry Pape,0,3,102,6,20,3,0,0,6,0,0.196,0.225,0,23,0,1912,papela01
FALSE,FALSE,Liover Peguero,1,3,211,21,50,5,1,7,28,6,0.237,0.370,0,78,0,2024,pegueli01
FALSE,FALSE,Cesar Valdez,0,5,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2022,valdece01
FALSE,FALSE,Bill Hassamaer,1,3,1059,163,306,58,23,7,178,25,0.289,0.407,0,431,0,1896,hassabi01
FALSE,FALSE,Larry Jansen,0,9,600,37,90,12,1,1,48,0,0.150,0.178,2,107,1,1956,jansela01
FALSE,FALSE,Doug Piatt,0,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1991,piattdo01
FALSE,FALSE,Eddie Rosario,1,10,4065,566,1063,201,29,169,583,65,0.262,0.450,0,1829,6,2024,rosared01
FALSE,FALSE,Gary Scott,1,2,175,16,28,5,0,3,16,0,0.160,0.240,0,42,0,1992,scottga01
